==18984== NVPROF is profiling process 18984, command: ./a.out 0
==18984== Profiling application: ./a.out 0
==18984== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Device","Context","Stream","Name","Correlation_ID"
s,us,,,,,,,,B,B,,,,,
8.514904,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",13
8.514916,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",14
8.514928,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",15
8.514938,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",16
8.514949,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",17
8.514959,7.424000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",18
8.514970,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",19
8.514980,7.103000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",20
8.514991,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",21
8.515002,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",22
8.515012,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",23
8.515023,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",24
8.515034,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",25
8.515044,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",26
8.515055,7.232000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",27
8.515065,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",28
8.515076,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",29
8.515086,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",30
8.515097,7.103000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",31
8.515108,7.296000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",32
8.515118,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",33
8.515129,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",34
8.515139,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",35
8.515150,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",36
8.515160,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",37
8.515171,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",38
8.515182,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",39
8.515192,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",40
8.515203,7.456000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",41
8.515214,7.135000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",42
8.515224,7.456000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",43
8.515235,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",44
8.515246,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",45
8.515256,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",46
8.515267,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",47
8.515277,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",48
8.515288,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",49
8.515299,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",50
8.515309,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",51
8.515320,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",52
8.515330,7.135000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",53
8.515341,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",54
8.515351,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",55
8.515362,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",56
8.515372,7.456000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",57
8.515383,7.136000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",58
8.515394,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",59
8.515404,7.104000,1,1,1,1,1,1,40,0,0,"Tesla V100-PCIE-16GB (2)","3","7","parsha256_kernel_gpu_singleInvocation(int*, int*)",60
